"﻿head","tail","relation","weight"
"BaseMeasure:Data Comparison","QualityDimension:Understandability","CALCULATES","0.22"
"Attribute:Email","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"Attribute:Email","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Understandability","CALCULATES","0.83"
"Attribute:Email","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"Attribute:Email","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Understandability","CALCULATES","0.38"
"BaseMeasure:Format Validity","QualityDimension:Understandability","CALCULATES","0.96"
"BaseMeasure:Missing Values","QualityDimension:Understandability","CALCULATES","0.57"
"Attribute:OrderID","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"Attribute:OrderID","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Understandability","CALCULATES","0.96"
"Attribute:PaymentMethod","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"Attribute:PaymentMethod","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Understandability","CALCULATES","0.76"
"Attribute:PaymentID","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"Attribute:PaymentID","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Understandability","CALCULATES","0.81"
"Attribute:PaymentMethod","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"Attribute:PaymentMethod","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Understandability","CALCULATES","0.8"
"Attribute:PaymentID","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"Attribute:PaymentID","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Usability","CALCULATES","0.64"
"QualityDimension:Usability","DataContext:E-commerce","RELATED_TO","0.655556"
"Attribute:PaymentDate","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"Attribute:PaymentDate","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Usability","CALCULATES","0.27"
"BaseMeasure:Data Entry Error","QualityDimension:Usability","CALCULATES","0.24"
"BaseMeasure:Null Count","QualityDimension:Usability","CALCULATES","0.44"
"BaseMeasure:Data Inconsistency","QualityDimension:Usability","CALCULATES","0.69"
"BaseMeasure:Data Inconsistency","QualityDimension:Usability","CALCULATES","0.64"
"BaseMeasure:Duplication Check","QualityDimension:Usability","CALCULATES","0.84"
"Attribute:Comment","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"Attribute:Comment","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Usability","CALCULATES","0.69"
"Attribute:Category","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"Attribute:Category","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Usability","CALCULATES","0.25"
"Attribute:CourseLevel","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Accessibility","CALCULATES","0.89"
"QualityDimension:Accessibility","DataContext:Education","RELATED_TO","0.458"
"Attribute:CourseLevel","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accessibility","CALCULATES","0.71"
"Attribute:StudentName","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Accessibility","CALCULATES","0.14"
"Attribute:DateOfBirth","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accessibility","CALCULATES","0.93"
"Attribute:Grade","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Accessibility","CALCULATES","0.43"
"Attribute:Grade","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accuracy","CALCULATES","0.72"
"QualityDimension:Accuracy","DataContext:Education","RELATED_TO","0.6425"
"Attribute:Phone","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accuracy","CALCULATES","0.14"
"Attribute:StudentName","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Accuracy","CALCULATES","0.82"
"Attribute:CourseID","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Accuracy","CALCULATES","0.91"
"Attribute:CourseID","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Availability","CALCULATES","0.5"
"QualityDimension:Availability","DataContext:Education","RELATED_TO","0.74"
"BaseMeasure:Range Check","QualityDimension:Availability","CALCULATES","0.43"
"Attribute:Phone","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Availability","CALCULATES","0.62"
"Attribute:Email","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Availability","CALCULATES","0.15"
"Attribute:GraduationDate","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Completeness","CALCULATES","0.86"
"QualityDimension:Completeness","DataContext:Education","RELATED_TO","0.3025"
"BaseMeasure:Data Comparison","QualityDimension:Completeness","CALCULATES","0.45"
"Attribute:Phone","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Completeness","CALCULATES","0.69"
"Attribute:StudentID","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Completeness","CALCULATES","0.74"
"Attribute:CourseID","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Completeness","CALCULATES","0.78"
"BaseMeasure:Data Comparison","QualityDimension:Completeness","CALCULATES","0.53"
"Attribute:CourseCredit","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Completeness","CALCULATES","0.94"
"Attribute:Address","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Completeness","CALCULATES","0.56"
"Attribute:CourseCredit","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Consistency","CALCULATES","0.26"
"QualityDimension:Consistency","DataContext:Education","RELATED_TO","0.464286"
"Attribute:CourseDescription","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Consistency","CALCULATES","0.31"
"Attribute:CourseName","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Consistency","CALCULATES","0.46"
"Attribute:StudentName","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Consistency","CALCULATES","0.75"
"Attribute:TeacherName","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Consistency","CALCULATES","0.96"
"Attribute:GraduationDate","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Consistency","CALCULATES","0.65"
"Attribute:GradeDate","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Consistency","CALCULATES","0.6"
"Attribute:GraduationDate","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Correctness","CALCULATES","0.72"
"QualityDimension:Correctness","DataContext:Education","RELATED_TO","0.691667"
"Attribute:HireDate","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Correctness","CALCULATES","0.69"
"Attribute:TeacherName","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Correctness","CALCULATES","0.83"
"Attribute:TeacherID","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Correctness","CALCULATES","0.8"
"BaseMeasure:Format Validity","QualityDimension:Correctness","CALCULATES","0.58"
"BaseMeasure:Cross-Field Validation","QualityDimension:Correctness","CALCULATES","0.3"
"Attribute:CourseName","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Currency","CALCULATES","0.5"
"QualityDimension:Currency","DataContext:Education","RELATED_TO","0.576667"
"Attribute:CourseLevel","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Currency","CALCULATES","0.42"
"Attribute:DateOfBirth","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Currency","CALCULATES","0.24"
"Attribute:StudentID","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Interpretability","CALCULATES","0.39"
"QualityDimension:Interpretability","DataContext:Education","RELATED_TO","0.463333"
"Attribute:TeacherName","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Interpretability","CALCULATES","0.67"
"BaseMeasure:Outliers Detection","QualityDimension:Interpretability","CALCULATES","0.47"
"Attribute:Gender","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Interpretability","CALCULATES","0.83"
"Attribute:Gender","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Interpretability","CALCULATES","0.43"
"Attribute:Gender","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Interpretability","CALCULATES","0.33"
"Attribute:Grade","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Relevance","CALCULATES","0.9"
"QualityDimension:Relevance","DataContext:Education","RELATED_TO","0.665714"
"Attribute:Grade","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Relevance","CALCULATES","0.43"
"Attribute:HireDate","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Relevance","CALCULATES","0.56"
"Attribute:EnrollmentDate","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Relevance","CALCULATES","0.6"
"Attribute:StudentName","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Relevance","CALCULATES","0.52"
"Attribute:StudentName","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Relevance","CALCULATES","0.82"
"Attribute:CourseLevel","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Relevance","CALCULATES","0.99"
"Attribute:CourseLevel","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Security","CALCULATES","0.48"
"QualityDimension:Security","DataContext:Education","RELATED_TO","0.464286"
"Attribute:Address","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Security","CALCULATES","0.9"
"Attribute:StudentName","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Security","CALCULATES","0.77"
"Attribute:StudentID","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Security","CALCULATES","0.18"
"Attribute:StudentID","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Security","CALCULATES","0.9"
"BaseMeasure:Format Validity","QualityDimension:Security","CALCULATES","0.44"
"BaseMeasure:Cross-Field Validation","QualityDimension:Security","CALCULATES","0.51"
"BaseMeasure:Outliers Detection","QualityDimension:Timeliness","CALCULATES","0.11"
"QualityDimension:Timeliness","DataContext:Education","RELATED_TO","0.82"
"BaseMeasure:Data Comparison","QualityDimension:Timeliness","CALCULATES","0.22"
"Attribute:Phone","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Timeliness","CALCULATES","0.33"
"Attribute:CourseName","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Timeliness","CALCULATES","0.71"
"Attribute:CourseLevel","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Traceability","CALCULATES","0.38"
"QualityDimension:Traceability","DataContext:Education","RELATED_TO","0.594"
"Attribute:StudentID","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Traceability","CALCULATES","0.28"
"Attribute:Email","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Traceability","CALCULATES","0.42"
"BaseMeasure:Cross-Field Validation","QualityDimension:Traceability","CALCULATES","0.55"
"BaseMeasure:Null Count","QualityDimension:Traceability","CALCULATES","0.24"
"Attribute:GradeDate","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Understandability","CALCULATES","0.43"
"QualityDimension:Understandability","DataContext:Education","RELATED_TO","0.513333"
"Attribute:EnrollmentDate","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Understandability","CALCULATES","0.92"
"BaseMeasure:Missing Values","QualityDimension:Understandability","CALCULATES","0.44"
"BaseMeasure:Data Entry Error","QualityDimension:Understandability","CALCULATES","0.1"
"BaseMeasure:Range Check","QualityDimension:Understandability","CALCULATES","0.18"
"Attribute:StudentName","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Understandability","CALCULATES","0.22"
"Attribute:TeacherID","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Understandability","CALCULATES","0.45"
"Attribute:TeacherName","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Understandability","CALCULATES","0.47"
"BaseMeasure:Range Check","QualityDimension:Understandability","CALCULATES","0.25"
"Attribute:CourseCredit","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Usability","CALCULATES","0.5"
"QualityDimension:Usability","DataContext:Education","RELATED_TO","0.38"
"Attribute:TeacherID","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Usability","CALCULATES","0.3"
"BaseMeasure:Data Comparison","QualityDimension:Usability","CALCULATES","0.5"
"Attribute:Email","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Accessibility","CALCULATES","0.74"
"QualityDimension:Accessibility","DataContext:EMR","RELATED_TO","0.588571"
"Attribute:Height","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Accessibility","CALCULATES","0.94"
"Attribute:Lab Results","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Accessibility","CALCULATES","0.22"
"Attribute:Medications","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accessibility","CALCULATES","0.17"
"Attribute:Imaging Results","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Accessibility","CALCULATES","0.6"
"Attribute:Symptoms","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Accessibility","CALCULATES","0.19"
"Attribute:Treatment","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accessibility","CALCULATES","0.62"
"Attribute:Address","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Accuracy","CALCULATES","0.81"
"QualityDimension:Accuracy","DataContext:EMR","RELATED_TO","0.5375"
"Attribute:Imaging Results","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accuracy","CALCULATES","0.34"
"Attribute:Weight","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Accuracy","CALCULATES","0.2"
"Attribute:Weight","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Accuracy","CALCULATES","0.6"
"Attribute:Weight","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Availability","CALCULATES","0.32"
"QualityDimension:Availability","DataContext:EMR","RELATED_TO","0.565"
"Attribute:Height","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Availability","CALCULATES","0.9"
"Attribute:Email","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Availability","CALCULATES","0.69"
"Attribute:Patient Name","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Availability","CALCULATES","0.43"
"Attribute:Patient ID","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Availability","CALCULATES","0.38"
"Attribute:Blood Type","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Availability","CALCULATES","0.51"
"BaseMeasure:Format Validity","QualityDimension:Completeness","CALCULATES","0.99"
